"Counting","CITP Australian Citizenship","CED (UR)","AGEP Age","Count",
"Persons, Place of Usual Residence","Australian","No usual address (Tas.)","28",11
"Persons, Place of Usual Residence","Australian","No usual address (Tas.)","29",9
"Persons, Place of Usual Residence","Australian","No usual address (Tas.)","30",9
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Tas.)","15",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Tas.)","16",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Tas.)","17",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Tas.)","18",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Tas.)","19",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Tas.)","20",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Tas.)","21",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Tas.)","22",4
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Tas.)","23",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Tas.)","24",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Tas.)","25",6
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Tas.)","26",3
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Tas.)","27",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Tas.)","28",3
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Tas.)","29",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (Tas.)","30",0
"Persons, Place of Usual Residence","Australian","Lingiari","15",1539
"Persons, Place of Usual Residence","Australian","Lingiari","16",1446
"Persons, Place of Usual Residence","Australian","Lingiari","17",1337
"Persons, Place of Usual Residence","Australian","Lingiari","18",1335
"Persons, Place of Usual Residence","Australian","Lingiari","19",1232
"Persons, Place of Usual Residence","Australian","Lingiari","20",1357
"Persons, Place of Usual Residence","Australian","Lingiari","21",1334
"Persons, Place of Usual Residence","Australian","Lingiari","22",1313
"Persons, Place of Usual Residence","Australian","Lingiari","23",1349
"Persons, Place of Usual Residence","Australian","Lingiari","24",1382
"Persons, Place of Usual Residence","Australian","Lingiari","25",1479
"Persons, Place of Usual Residence","Australian","Lingiari","26",1448
"Persons, Place of Usual Residence","Australian","Lingiari","27",1456
"Persons, Place of Usual Residence","Australian","Lingiari","28",1441
"Persons, Place of Usual Residence","Australian","Lingiari","29",1429
"Persons, Place of Usual Residence","Australian","Lingiari","30",1553
"Persons, Place of Usual Residence","Australian","Solomon","15",1098
"Persons, Place of Usual Residence","Australian","Solomon","16",1094
"Persons, Place of Usual Residence","Australian","Solomon","17",1044
"Persons, Place of Usual Residence","Australian","Solomon","18",991
"Persons, Place of Usual Residence","Australian","Solomon","19",980
"Persons, Place of Usual Residence","Australian","Solomon","20",1015
"Persons, Place of Usual Residence","Australian","Solomon","21",1133
"Persons, Place of Usual Residence","Australian","Solomon","22",1219
"Persons, Place of Usual Residence","Australian","Solomon","23",1269
"Persons, Place of Usual Residence","Australian","Solomon","24",1296
"Persons, Place of Usual Residence","Australian","Solomon","25",1495
"Persons, Place of Usual Residence","Australian","Solomon","26",1518
"Persons, Place of Usual Residence","Australian","Solomon","27",1509
"Persons, Place of Usual Residence","Australian","Solomon","28",1499
"Persons, Place of Usual Residence","Australian","Solomon","29",1486
"Persons, Place of Usual Residence","Australian","Solomon","30",1619
"Persons, Place of Usual Residence","Australian","No usual address (NT)","15",4
"Persons, Place of Usual Residence","Australian","No usual address (NT)","16",0
"Persons, Place of Usual Residence","Australian","No usual address (NT)","17",8
"Persons, Place of Usual Residence","Australian","No usual address (NT)","18",7
"Persons, Place of Usual Residence","Australian","No usual address (NT)","19",7
"Persons, Place of Usual Residence","Australian","No usual address (NT)","20",12
"Persons, Place of Usual Residence","Australian","No usual address (NT)","21",22
"Persons, Place of Usual Residence","Australian","No usual address (NT)","22",12
"Persons, Place of Usual Residence","Australian","No usual address (NT)","23",21
"Persons, Place of Usual Residence","Australian","No usual address (NT)","24",20
"Persons, Place of Usual Residence","Australian","No usual address (NT)","25",30
"Persons, Place of Usual Residence","Australian","No usual address (NT)","26",17
"Persons, Place of Usual Residence","Australian","No usual address (NT)","27",21
"Persons, Place of Usual Residence","Australian","No usual address (NT)","28",18
"Persons, Place of Usual Residence","Australian","No usual address (NT)","29",27
"Persons, Place of Usual Residence","Australian","No usual address (NT)","30",29
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NT)","15",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NT)","16",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NT)","17",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NT)","18",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NT)","19",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NT)","20",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NT)","21",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NT)","22",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NT)","23",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NT)","24",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NT)","25",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NT)","26",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NT)","27",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NT)","28",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NT)","29",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (NT)","30",0
"Persons, Place of Usual Residence","Australian","Canberra","15",1970
"Persons, Place of Usual Residence","Australian","Canberra","16",2053
"Persons, Place of Usual Residence","Australian","Canberra","17",2214
"Persons, Place of Usual Residence","Australian","Canberra","18",2459
"Persons, Place of Usual Residence","Australian","Canberra","19",2672
"Persons, Place of Usual Residence","Australian","Canberra","20",2602
"Persons, Place of Usual Residence","Australian","Canberra","21",2399
"Persons, Place of Usual Residence","Australian","Canberra","22",2232
"Persons, Place of Usual Residence","Australian","Canberra","23",2133
"Persons, Place of Usual Residence","Australian","Canberra","24",2144
"Persons, Place of Usual Residence","Australian","Canberra","25",2306
"Persons, Place of Usual Residence","Australian","Canberra","26",2282
"Persons, Place of Usual Residence","Australian","Canberra","27",2278
"Persons, Place of Usual Residence","Australian","Canberra","28",2275
"Persons, Place of Usual Residence","Australian","Canberra","29",2174
"Persons, Place of Usual Residence","Australian","Canberra","30",2304
"Persons, Place of Usual Residence","Australian","Fenner","15",1910
"Persons, Place of Usual Residence","Australian","Fenner","16",1854
"Persons, Place of Usual Residence","Australian","Fenner","17",1874
"Persons, Place of Usual Residence","Australian","Fenner","18",2011
"Persons, Place of Usual Residence","Australian","Fenner","19",2178
"Persons, Place of Usual Residence","Australian","Fenner","20",2159
"Persons, Place of Usual Residence","Australian","Fenner","21",2358
"Persons, Place of Usual Residence","Australian","Fenner","22",2561
"Persons, Place of Usual Residence","Australian","Fenner","23",2515
"Persons, Place of Usual Residence","Australian","Fenner","24",2500
"Persons, Place of Usual Residence","Australian","Fenner","25",2539
"Persons, Place of Usual Residence","Australian","Fenner","26",2576
"Persons, Place of Usual Residence","Australian","Fenner","27",2560
"Persons, Place of Usual Residence","Australian","Fenner","28",2615
"Persons, Place of Usual Residence","Australian","Fenner","29",2567
"Persons, Place of Usual Residence","Australian","Fenner","30",2748
"Persons, Place of Usual Residence","Australian","No usual address (ACT)","15",0
"Persons, Place of Usual Residence","Australian","No usual address (ACT)","16",4
"Persons, Place of Usual Residence","Australian","No usual address (ACT)","17",3
"Persons, Place of Usual Residence","Australian","No usual address (ACT)","18",6
"Persons, Place of Usual Residence","Australian","No usual address (ACT)","19",8
"Persons, Place of Usual Residence","Australian","No usual address (ACT)","20",6
"Persons, Place of Usual Residence","Australian","No usual address (ACT)","21",5
"Persons, Place of Usual Residence","Australian","No usual address (ACT)","22",3
"Persons, Place of Usual Residence","Australian","No usual address (ACT)","23",14
"Persons, Place of Usual Residence","Australian","No usual address (ACT)","24",14
"Persons, Place of Usual Residence","Australian","No usual address (ACT)","25",5
"Persons, Place of Usual Residence","Australian","No usual address (ACT)","26",7
"Persons, Place of Usual Residence","Australian","No usual address (ACT)","27",9
"Persons, Place of Usual Residence","Australian","No usual address (ACT)","28",7
"Persons, Place of Usual Residence","Australian","No usual address (ACT)","29",5
"Persons, Place of Usual Residence","Australian","No usual address (ACT)","30",6
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (ACT)","15",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (ACT)","16",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (ACT)","17",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (ACT)","18",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (ACT)","19",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (ACT)","20",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (ACT)","21",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (ACT)","22",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (ACT)","23",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (ACT)","24",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (ACT)","25",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (ACT)","26",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (ACT)","27",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (ACT)","28",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (ACT)","29",0
"Persons, Place of Usual Residence","Australian","Migratory - Offshore - Shipping (ACT)","30",0
